Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Date,Year,Month,Day,Weekday,Temperature Difference,Power [W],Wear Category,RPM_Torque_Ratio,Air_Process_Interaction,Temperature_Wear_Interaction,ToolWear_roll_mean_1_hours,ToolWear_roll_mean_6_hours,ToolWear_roll_mean_12_hours,ToolWear_roll_mean_24_hours
L,303.6,312.4,1363,53.1,7,0,No Failure,2024-02-21 02:15:00,2024,2,21,Wednesday,8.799999999999955,7579.517845174263,Very Low,25.66854990583804,94844.64,2186.7999999999997,168.0,181.33333333333334,152.91666666666666,117.26041666666667
H,303.6,312.4,1436,45.6,9,0,No Failure,2024-02-21 02:30:00,2024,2,21,Wednesday,8.799999999999955,6857.573726541555,Very Low,31.49122807017544,94844.64,2811.6,114.5,175.20833333333334,151.02083333333334,115.39583333333333
M,303.6,312.5,1607,33.7,14,0,No Failure,2024-02-21 02:45:00,2024,2,21,Wednesday,8.899999999999977,5671.487516756032,Very Low,47.68545994065281,94875.0,4375.0,61.0,168.95833333333334,149.125,113.5
M,303.6,312.5,1459,48.2,17,0,No Failure,2024-02-21 03:00:00,2024,2,21,Wednesday,8.899999999999977,7364.674095174263,Very Low,30.269709543568464,94875.0,5312.5,8.0,162.79166666666666,147.27083333333334,111.63541666666667
L,303.5,312.4,1481,43.7,20,0,No Failure,2024-02-21 03:15:00,2024,2,21,Wednesday,8.899999999999977,6777.783595844505,Very Low,33.89016018306636,94813.4,6248.0,11.75,156.625,145.4375,109.78125
M,303.5,312.4,1606,31.7,22,0,No Failure,2024-02-21 03:30:00,2024,2,21,Wednesday,8.899999999999977,5331.580931635389,Very Low,50.662460567823345,94813.4,6872.799999999999,15.0,150.5,143.625,107.9375
L,303.5,312.3,1681,29.8,25,0,No Failure,2024-02-21 03:45:00,2024,2,21,Wednesday,8.800000000000011,5246.083277479893,Very Low,56.40939597315436,94783.05,7807.5,18.25,144.33333333333334,141.8125,106.08333333333333
L,303.5,312.2,1511,37.1,27,0,No Failure,2024-02-21 04:00:00,2024,2,21,Wednesday,8.699999999999989,5870.695794235925,Very Low,40.7277628032345,94752.7,8429.4,21.0,138.08333333333334,140.0,104.22916666666667
M,303.5,312.3,1593,35.2,29,0,No Failure,2024-02-21 04:15:00,2024,2,21,Wednesday,8.800000000000011,5872.319034852548,Very Low,45.25568181818181,94783.05,9056.7,23.5,131.70833333333334,138.1875,102.375
M,303.5,312.3,1532,41.7,32,0,No Failure,2024-02-21 04:30:00,2024,2,21,Wednesday,8.800000000000011,6690.30663538874,Very Low,36.73860911270983,94783.05,9993.6,25.75,125.33333333333333,136.375,100.51041666666667
H,303.5,312.3,1386,49.0,35,0,No Failure,2024-02-21 04:45:00,2024,2,21,Wednesday,8.800000000000011,7112.307305630027,Very Low,28.285714285714285,94783.05,10930.5,28.25,119.0,134.5625,98.65625
H,303.4,312.3,1769,27.9,40,0,No Failure,2024-02-21 05:00:00,2024,2,21,Wednesday,8.900000000000034,5168.722771447721,Very Low,63.40501792114696,94751.81999999999,12492.0,30.75,112.70833333333333,132.77083333333334,96.78125
M,303.4,312.2,1561,38.2,45,0,No Failure,2024-02-21 05:15:00,2024,2,21,Wednesday,8.800000000000011,6244.7846849865955,Very Low,40.86387434554973,94721.48,14049.0,34.0,106.54166666666667,131.02083333333334,97.19791666666667
L,303.3,312.2,1457,40.7,48,0,No Failure,2024-02-21 05:30:00,2024,2,21,Wednesday,8.899999999999977,6210.193951072386,Very Low,35.798525798525795,94690.26,14985.599999999999,38.0,100.5,129.33333333333334,97.64583333333333
L,303.3,312.2,1506,40.0,50,0,No Failure,2024-02-21 05:45:00,2024,2,21,Wednesday,8.899999999999977,6308.646112600536,Very Low,37.65,94690.26,15610.0,42.0,94.45833333333333,127.66666666666667,98.09375
L,303.4,312.2,1337,69.4,52,1,Power Failure,2024-02-21 06:00:00,2024,2,21,Wednesday,8.800000000000011,9717.221012064343,Low,19.265129682997117,94721.48,16234.4,45.75,88.41666666666667,126.0,98.54166666666667
L,303.4,312.3,1287,54.8,54,0,No Failure,2024-02-21 06:15:00,2024,2,21,Wednesday,8.900000000000034,7386.017091152814,Low,23.485401459854018,94751.81999999999,16864.2,48.75,82.33333333333333,124.33333333333333,98.97916666666667
M,303.4,312.2,1615,35.7,56,0,No Failure,2024-02-21 06:30:00,2024,2,21,Wednesday,8.800000000000011,6037.983830428955,Low,45.238095238095234,94721.48,17483.2,51.0,76.125,122.64583333333333,99.41666666666667
M,303.4,312.2,1972,23.5,59,0,No Failure,2024-02-21 06:45:00,2024,2,21,Wednesday,8.800000000000011,4853.175268096515,Low,83.91489361702128,94721.48,18419.8,53.0,69.875,120.95833333333333,99.85416666666667
H,303.4,312.3,1522,42.1,62,0,No Failure,2024-02-21 07:00:00,2024,2,21,Wednesday,8.900000000000034,6710.392928954424,Low,36.1520190023753,94751.81999999999,19362.600000000002,55.25,63.625,119.29166666666667,100.30208333333333
L,303.4,312.3,1680,30.6,67,0,No Failure,2024-02-21 07:15:00,2024,2,21,Wednesday,8.900000000000034,5383.713136729222,Low,54.90196078431372,94751.81999999999,20924.100000000002,57.75,57.291666666666664,117.625,100.76041666666667
L,303.4,312.3,1502,36.0,69,0,No Failure,2024-02-21 07:30:00,2024,2,21,Wednesday,8.900000000000034,5662.701072386059,Low,41.72222222222222,94751.81999999999,21548.7,61.0,50.875,116.02083333333333,101.22916666666667
M,303.5,312.3,1543,33.3,71,0,No Failure,2024-02-21 07:45:00,2024,2,21,Wednesday,8.800000000000011,5380.979808981233,Low,46.33633633633634,94783.05,22173.3,64.25,44.458333333333336,114.41666666666667,101.69791666666667
L,303.5,312.3,1584,35.2,74,0,No Failure,2024-02-21 08:00:00,2024,2,21,Wednesday,8.800000000000011,5839.142091152816,Low,44.99999999999999,94783.05,23110.2,67.25,38.0,112.79166666666667,102.16666666666667
L,303.5,312.4,1340,44.5,76,0,No Failure,2024-02-21 08:15:00,2024,2,21,Wednesday,8.899999999999977,6244.763739946381,Low,30.1123595505618,94813.4,23742.399999999998,70.25,41.0,111.16666666666667,102.64583333333333
L,303.4,312.3,1663,33.9,78,0,No Failure,2024-02-21 08:30:00,2024,2,21,Wednesday,8.900000000000034,5903.956518096515,Low,49.05604719764012,94751.81999999999,24359.4,72.5,43.875,109.54166666666667,103.125
M,303.3,312.1,1693,30.0,80,0,No Failure,2024-02-21 08:45:00,2024,2,21,Wednesday,8.800000000000011,5318.992962466488,Low,56.43333333333333,94659.93000000001,24968.0,74.75,46.75,107.85416666666667,103.60416666666667
L,303.3,312.1,1418,44.7,83,0,No Failure,2024-02-21 09:00:00,2024,2,21,Wednesday,8.800000000000011,6637.964979892762,Low,31.722595078299776,94659.93000000001,25904.300000000003,77.0,49.5,106.14583333333333,104.08333333333333
H,303.4,312.2,1554,36.8,85,0,No Failure,2024-02-21 09:15:00,2024,2,21,Wednesday,8.800000000000011,5988.941018766755,Low,42.22826086956522,94721.48,26537.0,79.25,52.25,104.4375,104.57291666666667
L,303.4,312.2,1580,35.8,90,0,No Failure,2024-02-21 09:30:00,2024,2,21,Wednesday,8.800000000000011,5923.6762734584445,Low,44.134078212290504,94721.48,28098.0,81.5,54.958333333333336,102.72916666666667,105.05208333333333
L,303.4,312.3,1479,42.8,92,0,No Failure,2024-02-21 09:45:00,2024,2,21,Wednesday,8.900000000000034,6629.230898123325,Low,34.556074766355145,94751.81999999999,28731.600000000002,84.5,57.791666666666664,101.0625,105.55208333333333
L,303.5,312.4,1284,70.6,94,1,Power Failure,2024-02-21 10:00:00,2024,2,21,Wednesday,8.899999999999977,9493.381367292224,Low,18.186968838526912,94813.4,29365.6,87.5,60.583333333333336,99.33333333333333,106.05208333333333
L,303.4,312.3,1540,38.7,96,0,No Failure,2024-02-21 10:15:00,2024,2,21,Wednesday,8.900000000000034,6241.412533512065,Low,39.79328165374677,94751.81999999999,29980.800000000003,90.25,63.375,97.54166666666667,106.52083333333333
M,303.5,312.4,1606,30.1,98,0,No Failure,2024-02-21 10:30:00,2024,2,21,Wednesday,8.899999999999977,5062.4790549597865,Low,53.35548172757475,94813.4,30615.199999999997,93.0,66.16666666666667,95.75,106.95833333333333
L,303.6,312.5,1286,62.4,101,0,No Failure,2024-02-21 10:45:00,2024,2,21,Wednesday,8.899999999999977,8403.82037533512,Medium,20.608974358974358,94875.0,31562.5,95.0,68.91666666666667,93.95833333333333,107.36458333333333
L,303.6,312.6,1502,39.5,103,0,No Failure,2024-02-21 11:00:00,2024,2,21,Wednesday,9.0,6213.241454423593,Medium,38.0253164556962,94905.36000000002,32197.800000000003,97.25,71.66666666666667,92.1875,107.78125
M,303.6,312.7,1699,31.5,105,0,No Failure,2024-02-21 11:15:00,2024,2,21,Wednesday,9.099999999999966,5604.735673592493,Medium,53.93650793650794,94935.72,32833.5,99.5,74.29166666666667,90.41666666666667,108.1875
L,303.5,312.6,1602,34.2,108,0,No Failure,2024-02-21 11:30:00,2024,2,21,Wednesday,9.100000000000023,5737.726206434317,Medium,46.84210526315789,94874.1,33760.8,101.75,76.79166666666667,88.64583333333333,108.58333333333333
H,303.6,312.6,1436,42.0,110,0,No Failure,2024-02-21 11:45:00,2024,2,21,Wednesday,9.0,6316.186327077748,Medium,34.19047619047619,94905.36000000002,34386.0,104.25,79.29166666666667,86.875,108.98958333333333
M,303.6,312.7,1765,27.5,115,0,No Failure,2024-02-21 12:00:00,2024,2,21,Wednesday,9.099999999999966,5083.099447050939,Medium,64.18181818181819,94935.72,35960.5,106.5,81.79166666666667,85.10416666666667,109.38541666666667
L,303.6,312.7,1418,44.1,118,0,No Failure,2024-02-21 12:15:00,2024,2,21,Wednesday,9.099999999999966,6548.864778820375,Medium,32.15419501133787,94935.72,36898.6,109.5,84.41666666666667,83.375,109.80208333333333
M,303.7,312.7,1669,31.7,120,0,No Failure,2024-02-21 12:30:00,2024,2,21,Wednesday,9.0,5540.727630697051,Medium,52.64984227129337,94966.98999999999,37524.0,112.75,87.08333333333333,81.60416666666667,110.21875
L,303.7,312.7,1395,53.9,123,0,No Failure,2024-02-21 12:45:00,2024,2,21,Wednesday,9.0,7874.340231233244,Medium,25.88126159554731,94966.98999999999,38462.1,115.75,89.75,79.8125,110.63541666666667
M,303.8,312.7,1500,41.7,125,0,No Failure,2024-02-21 13:00:00,2024,2,21,Wednesday,8.899999999999977,6550.5613270777485,Medium,35.97122302158273,94998.26,39087.5,119.0,92.41666666666667,78.02083333333333,111.03125
M,303.8,312.7,1555,33.4,128,0,No Failure,2024-02-21 13:15:00,2024,2,21,Wednesday,8.899999999999977,5439.112768096515,Medium,46.556886227544915,94998.26,40025.6,121.5,95.04166666666667,76.16666666666667,111.41666666666667
M,303.8,312.7,1919,20.2,131,0,No Failure,2024-02-21 13:30:00,2024,2,21,Wednesday,8.899999999999977,4059.5467493297583,Medium,95.0,94998.26,40963.7,124.0,97.58333333333333,74.22916666666667,111.8125
L,303.8,312.7,1596,36.6,134,0,No Failure,2024-02-21 13:45:00,2024,2,21,Wednesday,8.899999999999977,6117.376005361931,Medium,43.60655737704918,94998.26,41901.799999999996,126.75,100.16666666666667,72.3125,112.21875
M,303.8,312.7,1374,53.6,136,0,No Failure,2024-02-21 14:00:00,2024,2,21,Wednesday,8.899999999999977,7712.634048257373,Medium,25.634328358208954,94998.26,42527.2,129.5,102.79166666666667,70.39583333333333,112.63541666666667
L,303.7,312.5,1670,26.1,139,0,No Failure,2024-02-21 14:15:00,2024,2,21,Wednesday,8.800000000000011,4564.657339142092,Medium,63.984674329501914,94906.25,43437.5,132.25,105.375,73.1875,113.05208333333333
L,303.7,312.6,1702,29.1,141,0,No Failure,2024-02-21 14:30:00,2024,2,21,Wednesday,8.900000000000034,5186.850703753352,Medium,58.487972508591064,94936.62000000001,44076.600000000006,135.0,108.0,75.9375,113.47916666666667
M,303.8,312.5,1366,45.1,143,0,No Failure,2024-02-21 14:45:00,2024,2,21,Wednesday,8.699999999999989,6451.7635723860585,Medium,30.288248337028826,94937.5,44687.5,137.5,110.625,78.6875,113.90625
M,303.8,312.6,1768,23.9,149,0,No Failure,2024-02-21 15:15:00,2024,2,21,Wednesday,8.800000000000011,4425.184316353887,Medium,73.97489539748955,94967.88,46577.4,139.75,113.25,81.375,114.32291666666667
L,303.8,312.5,1523,47.0,152,0,No Failure,2024-02-21 15:30:00,2024,2,21,Wednesday,8.699999999999989,7496.334617962467,High,32.40425531914894,94937.5,47500.0,143.0,116.0,84.125,114.78125
L,303.8,312.6,1735,25.9,154,0,No Failure,2024-02-21 15:45:00,2024,2,21,Wednesday,8.800000000000011,4705.983997989276,High,66.98841698841699,94967.88,48140.4,146.25,118.79166666666667,86.875,115.25
L,303.9,312.7,1339,62.3,156,0,No Failure,2024-02-21 16:00:00,2024,2,21,Wednesday,8.800000000000011,8736.144855898123,High,21.492776886035315,95029.52999999998,48781.2,149.5,121.45833333333333,89.625,115.71875
L,303.9,312.7,1800,24.3,158,0,No Failure,2024-02-21 16:15:00,2024,2,21,Wednesday,8.800000000000011,4580.680294906167,High,74.07407407407408,95029.52999999998,49406.6,152.75,124.125,92.35416666666667,116.17708333333333
M,304.0,312.7,1456,51.2,160,0,No Failure,2024-02-21 16:30:00,2024,2,21,Wednesday,8.699999999999989,7806.970509383378,High,28.4375,95060.8,50032.0,155.0,126.79166666666667,95.08333333333333,116.63541666666667
L,303.9,312.7,1789,24.4,163,0,No Failure,2024-02-21 16:45:00,2024,2,21,Wednesday,8.800000000000011,4571.422587131367,High,73.31967213114754,95029.52999999998,50970.1,157.0,129.45833333333334,97.8125,117.09375
L,303.9,312.7,1602,33.9,165,0,No Failure,2024-02-21 17:00:00,2024,2,21,Wednesday,8.800000000000011,5687.395274798927,High,47.256637168141594,95029.52999999998,51595.5,159.25,132.16666666666666,100.54166666666667,117.55208333333333
M,303.8,312.7,1364,49.3,167,0,No Failure,2024-02-21 17:15:00,2024,2,21,Wednesday,8.899999999999977,7042.267091152815,High,27.667342799188642,94998.26,52220.9,161.5,134.83333333333334,103.25,118.01041666666667
L,303.8,312.6,1793,28.1,170,0,No Failure,2024-02-21 17:30:00,2024,2,21,Wednesday,8.800000000000011,5276.401223190349,High,63.80782918149466,94967.88,53142.00000000001,163.75,137.5,105.89583333333333,118.45833333333333
L,303.9,312.6,1426,53.4,172,0,No Failure,2024-02-21 17:45:00,2024,2,21,Wednesday,8.700000000000045,7974.656501340482,High,26.704119850187265,94999.14,53767.200000000004,166.25,140.20833333333334,108.5,118.91666666666667
M,303.9,312.7,1485,43.3,174,0,No Failure,2024-02-21 18:00:00,2024,2,21,Wednesday,8.800000000000011,6733.882791554959,High,34.29561200923788,95029.52999999998,54409.799999999996,168.5,142.875,111.08333333333333,119.375
L,303.9,312.7,1528,38.4,177,0,No Failure,2024-02-21 18:15:00,2024,2,21,Wednesday,8.800000000000011,6144.772117962466,High,39.79166666666667,95029.52999999998,55347.9,170.75,145.54166666666666,113.66666666666667,119.83333333333333
L,303.8,312.6,1565,36.0,179,0,No Failure,2024-02-21 18:30:00,2024,2,21,Wednesday,8.800000000000011,5900.217828418231,High,43.47222222222222,94967.88,55955.4,173.25,148.125,116.27083333333333,120.30208333333333
L,303.8,312.7,1838,27.8,181,0,No Failure,2024-02-21 18:45:00,2024,2,21,Wednesday,8.899999999999977,5351.080764075067,High,66.11510791366906,94998.26,56598.7,175.5,150.66666666666666,118.875,120.76041666666667
H,303.8,312.6,1811,24.9,183,0,No Failure,2024-02-21 19:00:00,2024,2,21,Wednesday,8.800000000000011,4722.467744638069,High,72.73092369477912,94967.88,57205.8,177.75,153.20833333333334,121.47916666666667,121.21875
L,303.8,312.7,1461,38.2,188,0,No Failure,2024-02-21 19:15:00,2024,2,21,Wednesday,8.899999999999977,5844.734416890081,High,38.246073298429316,94998.26,58787.6,180.0,155.70833333333334,124.0625,121.67708333333333
L,303.8,312.7,1414,41.7,190,0,No Failure,2024-02-21 19:30:00,2024,2,21,Wednesday,8.899999999999977,6174.995810991957,High,33.908872901678656,94998.26,59413.0,182.75,158.33333333333334,126.6875,122.15625
L,303.7,312.7,1426,45.5,192,0,No Failure,2024-02-21 19:45:00,2024,2,21,Wednesday,9.0,6794.885221179625,High,31.34065934065934,94966.98999999999,60038.399999999994,185.5,160.91666666666666,129.25,122.63541666666667
L,303.7,312.7,1359,56.8,194,1,Overstrain Failure,2024-02-21 20:00:00,2024,2,21,Wednesday,9.0,8083.863941018766,High,23.92605633802817,94966.98999999999,60663.799999999996,188.25,163.45833333333334,131.8125,123.11458333333333
L,303.7,312.7,1540,44.8,196,0,No Failure,2024-02-21 20:15:00,2024,2,21,Wednesday,9.0,7225.201072386059,High,34.375,94966.98999999999,61289.2,191.0,165.95833333333334,134.375,123.58333333333333
L,303.6,312.7,1429,47.7,198,0,No Failure,2024-02-21 20:30:00,2024,2,21,Wednesday,9.099999999999966,7138.415298257373,High,29.958071278825994,94935.72,61914.6,193.0,168.45833333333334,136.91666666666666,124.04166666666667
M,303.7,312.7,1612,36.3,200,0,No Failure,2024-02-21 20:45:00,2024,2,21,Wednesday,9.0,6128.057975871314,High,44.40771349862259,94966.98999999999,62540.0,195.0,170.91666666666666,139.45833333333334,124.5
M,303.7,312.8,1685,31.8,203,0,No Failure,2024-02-21 21:00:00,2024,2,21,Wednesday,9.100000000000023,5611.490449061662,Very High,52.9874213836478,94997.36,63498.4,197.0,173.375,142.0,124.92708333333333
M,303.7,312.8,1558,37.7,206,0,No Failure,2024-02-21 21:15:00,2024,2,21,Wednesday,9.100000000000023,6151.202245308312,Very High,41.3262599469496,94997.36,64436.8,199.25,175.875,144.5625,125.35416666666667
L,303.7,313.0,1811,24.3,209,0,No Failure,2024-02-21 21:30:00,2024,2,21,Wednesday,9.300000000000011,4608.673341152816,Very High,74.52674897119341,95058.09999999999,65417.0,201.75,178.25,147.125,125.78125
L,303.8,313.1,1869,25.8,211,0,No Failure,2024-02-21 21:45:00,2024,2,21,Wednesday,9.300000000000011,5049.8701407506705,Very High,72.44186046511628,95119.78000000001,66064.1,204.5,180.625,149.70833333333334,126.21875
L,303.8,313.1,1256,58.7,213,1,Overstrain Failure,2024-02-21 22:00:00,2024,2,21,Wednesday,9.300000000000011,7721.095844504021,Very High,21.396933560477002,95119.78000000001,66690.3,207.25,183.0,152.22916666666666,126.64583333333333
M,303.8,313.0,1789,23.5,215,0,No Failure,2024-02-21 22:15:00,2024,2,21,Wednesday,9.199999999999989,4402.804540884718,Very High,76.12765957446808,95089.40000000001,67295.0,209.75,185.375,154.75,127.04166666666667
L,303.7,312.9,1502,40.5,0,0,No Failure,2024-02-21 22:30:00,2024,2,21,Wednesday,9.199999999999989,6370.538706434317,Very Low,37.08641975308642,95027.73,0.0,212.0,187.75,157.27083333333334,127.40625
M,303.7,313.0,1303,54.4,2,0,No Failure,2024-02-21 22:45:00,2024,2,21,Wednesday,9.300000000000011,7423.257372654155,Very Low,23.952205882352942,95058.09999999999,626.0,159.75,181.08333333333334,155.27083333333334,125.51041666666667
L,303.9,313.2,1499,37.4,7,0,No Failure,2024-02-21 23:15:00,2024,2,21,Wednesday,9.300000000000011,5871.1670576407505,Very Low,40.080213903743314,95181.48,2192.4,107.5,174.375,153.27083333333334,123.61458333333333
L,303.9,313.2,1393,46.5,9,0,No Failure,2024-02-21 23:30:00,2024,2,21,Wednesday,9.300000000000011,6783.522536863271,Very Low,29.956989247311828,95181.48,2818.7999999999997,56.0,167.79166666666666,151.3125,121.75
M,303.9,313.0,1475,41.0,11,0,No Failure,2024-02-21 23:45:00,2024,2,21,Wednesday,9.100000000000023,6333.256534852547,Very Low,35.97560975609756,95120.7,3443.0,4.5,161.20833333333334,149.35416666666666,119.88541666666667
L,303.8,312.9,1573,34.6,14,0,No Failure,2024-02-22 00:00:00,2024,2,22,Thursday,9.099999999999966,5699.75284852547,Very Low,45.46242774566474,95059.01999999999,4380.599999999999,7.25,154.58333333333334,147.39583333333334,118.02083333333333
L,303.8,312.9,1819,23.7,16,0,No Failure,2024-02-22 00:15:00,2024,2,22,Thursday,9.099999999999966,4514.734835790884,Very Low,76.75105485232068,95059.01999999999,5006.4,10.25,148.0,145.4375,116.15625
M,303.5,312.6,1642,29.4,18,0,No Failure,2024-02-22 00:30:00,2024,2,22,Thursday,9.100000000000023,5055.588136729222,Very Low,55.85034013605443,94874.1,5626.8,12.5,141.41666666666666,143.47916666666666,114.29166666666667
L,303.6,312.6,1540,39.8,21,0,No Failure,2024-02-22 00:45:00,2024,2,22,Thursday,9.0,6418.817024128685,Very Low,38.69346733668342,94905.36000000002,6564.6,14.75,134.79166666666666,141.45833333333334,112.41666666666667
M,303.6,312.8,1400,43.2,23,0,No Failure,2024-02-22 01:00:00,2024,2,22,Thursday,9.199999999999989,6333.780160857909,Very Low,32.407407407407405,94966.08000000002,7194.400000000001,17.25,128.20833333333334,139.4375,110.52083333333333
M,303.6,312.8,1825,25.2,29,0,No Failure,2024-02-22 01:30:00,2024,2,22,Thursday,9.199999999999989,4816.311997319035,Very Low,72.42063492063492,94966.08000000002,9071.2,19.5,121.625,137.41666666666666,108.61458333333333
M,303.7,312.9,1532,41.3,32,0,No Failure,2024-02-22 01:45:00,2024,2,22,Thursday,9.199999999999989,6626.131032171582,Very Low,37.09443099273608,95027.73,10012.8,22.75,115.20833333333333,135.45833333333334,106.73958333333333
L,303.7,312.8,1832,23.6,35,0,No Failure,2024-02-22 02:00:00,2024,2,22,Thursday,9.100000000000023,4527.8150134048265,Very Low,77.62711864406779,94997.36,10948.0,26.25,108.70833333333333,133.52083333333334,104.84375
L,303.7,312.8,1627,31.7,40,0,No Failure,2024-02-22 02:30:00,2024,2,22,Thursday,9.100000000000023,5401.296497989277,Very Low,51.32492113564669,94997.36,12512.0,29.75,102.25,131.58333333333334,102.90625
L,303.7,312.8,1437,51.3,42,0,No Failure,2024-02-22 02:45:00,2024,2,22,Thursday,9.100000000000023,7720.142845174262,Very Low,28.01169590643275,94997.36,13137.6,34.0,95.91666666666667,129.6875,101.0
L,303.7,312.8,1364,46.3,44,0,No Failure,2024-02-22 03:00:00,2024,2,22,Thursday,9.100000000000023,6613.731568364611,Very Low,29.460043196544277,94997.36,13763.2,37.25,89.58333333333333,127.77083333333333,99.08333333333333
M,303.7,312.9,1444,52.7,46,0,No Failure,2024-02-22 03:15:00,2024,2,22,Thursday,9.199999999999989,7969.462131367292,Very Low,27.400379506641364,95027.73,14393.4,40.25,83.25,125.85416666666667,99.52083333333333
M,303.7,312.8,1366,47.3,49,0,No Failure,2024-02-22 03:30:00,2024,2,22,Thursday,9.100000000000023,6766.483746648793,Very Low,28.879492600422836,94997.36,15327.2,43.0,76.91666666666667,123.91666666666667,99.92708333333333
L,303.8,312.9,1442,48.3,52,0,No Failure,2024-02-22 03:45:00,2024,2,22,Thursday,9.099999999999966,7293.963639410187,Low,29.855072463768117,95059.01999999999,16270.8,45.25,70.625,122.0,100.34375
H,303.7,312.8,1488,42.8,54,0,No Failure,2024-02-22 04:00:00,2024,2,22,Thursday,9.100000000000023,6669.5710455764065,Low,34.76635514018692,94997.36,16891.2,47.75,64.33333333333333,120.10416666666667,100.73958333333333
L,303.7,312.8,1523,40.7,59,0,No Failure,2024-02-22 04:15:00,2024,2,22,Thursday,9.100000000000023,6491.50678619303,Low,37.420147420147416,94997.36,18455.2,50.25,58.0,118.125,101.125
L,303.7,312.8,1543,38.3,61,0,No Failure,2024-02-22 04:30:00,2024,2,22,Thursday,9.100000000000023,6188.934735254691,Low,40.28720626631854,94997.36,19080.8,53.5,51.75,116.1875,101.53125
M,303.7,312.8,1634,33.8,63,0,No Failure,2024-02-22 04:45:00,2024,2,22,Thursday,9.100000000000023,5783.889075067023,Low,48.3431952662722,94997.36,19706.4,56.5,45.5,114.25,101.9375
M,303.8,312.9,1815,27.8,66,0,No Failure,2024-02-22 05:00:00,2024,2,22,Thursday,9.099999999999966,5284.119470509383,Low,65.28776978417267,95059.01999999999,20651.399999999998,59.25,39.25,112.3125,102.33333333333333
M,303.8,312.9,1594,35.2,69,0,No Failure,2024-02-22 05:15:00,2024,2,22,Thursday,9.099999999999966,5876.005361930295,Low,45.28409090909091,95059.01999999999,21590.1,62.25,33.041666666666664,110.39583333333333,102.73958333333333
L,303.8,313.0,1452,38.6,72,0,No Failure,2024-02-22 05:30:00,2024,2,22,Thursday,9.199999999999989,5869.554289544237,Low,37.61658031088083,95089.40000000001,22536.0,64.75,35.916666666666664,108.5,103.15625
L,303.9,313.0,1759,28.4,74,0,No Failure,2024-02-22 05:45:00,2024,2,22,Thursday,9.100000000000023,5231.610254691689,Low,61.93661971830986,95120.7,23162.0,67.5,38.833333333333336,106.60416666666667,103.57291666666667
L,303.9,313.0,1408,47.5,76,0,No Failure,2024-02-22 06:00:00,2024,2,22,Thursday,9.100000000000023,7004.021447721179,Low,29.642105263157895,95120.7,23788.0,70.25,41.625,104.70833333333333,103.97916666666667
L,303.9,313.0,1483,45.0,78,0,No Failure,2024-02-22 06:15:00,2024,2,22,Thursday,9.100000000000023,6988.836293565683,Low,32.955555555555556,95120.7,24414.0,72.75,44.416666666666664,102.8125,104.35416666666667
M,303.9,313.0,1620,36.6,80,0,No Failure,2024-02-22 06:30:00,2024,2,22,Thursday,9.100000000000023,6209.366621983914,Low,44.26229508196721,95120.7,25040.0,75.0,47.208333333333336,100.89583333333333,104.69791666666667
M,304.0,313.1,1466,39.5,83,0,No Failure,2024-02-22 06:45:00,2024,2,22,Thursday,9.100000000000023,6064.32221849866,Low,37.11392405063291,95182.40000000001,25987.300000000003,77.0,49.958333333333336,98.97916666666667,105.03125
L,304.1,313.1,1556,36.3,86,0,No Failure,2024-02-22 07:00:00,2024,2,22,Thursday,9.0,5915.1725871313665,Low,42.86501377410469,95213.71000000002,26926.600000000002,79.25,52.75,97.08333333333333,105.375
L,304.0,313.0,1350,61.1,88,0,No Failure,2024-02-22 07:15:00,2024,2,22,Thursday,9.0,8638.258210455764,Low,22.094926350245498,95152.0,27544.0,81.75,55.583333333333336,95.1875,105.72916666666667
L,304.0,313.1,1404,47.1,90,0,No Failure,2024-02-22 07:30:00,2024,2,22,Thursday,9.100000000000023,6925.309986595175,Low,29.808917197452228,95182.40000000001,28179.000000000004,84.25,58.375,93.29166666666667,106.08333333333333
M,304.0,313.0,1575,34.5,92,0,No Failure,2024-02-22 07:45:00,2024,2,22,Thursday,9.0,5690.505613270778,Low,45.65217391304348,95152.0,28796.0,86.75,61.166666666666664,91.39583333333333,106.4375
L,303.9,313.1,1639,29.0,95,0,No Failure,2024-02-22 08:00:00,2024,2,22,Thursday,9.200000000000045,4977.693532171582,Low,56.51724137931034,95151.09,29744.500000000004,89.0,63.791666666666664,89.5,106.78125
M,303.9,313.1,1473,42.8,97,0,No Failure,2024-02-22 08:15:00,2024,2,22,Thursday,9.200000000000045,6602.337466487935,Low,34.41588785046729,95151.09,30370.7,91.25,66.41666666666667,87.5625,107.125
L,303.9,313.2,1481,40.0,100,0,No Failure,2024-02-22 08:30:00,2024,2,22,Thursday,9.300000000000011,6203.92091152815,Low,37.025,95181.48,31320.0,93.5,69.0,85.625,107.4375
L,304.0,313.3,1294,54.6,102,0,No Failure,2024-02-22 08:45:00,2024,2,22,Thursday,9.300000000000011,7399.08679624665,Medium,23.6996336996337,95243.2,31956.600000000002,96.0,71.5,83.70833333333333,107.76041666666667
M,303.9,313.2,1630,29.3,104,0,No Failure,2024-02-22 09:00:00,2024,2,22,Thursday,9.300000000000011,5001.570878016086,Medium,55.63139931740614,95181.48,32572.8,98.5,74.0,81.79166666666667,108.08333333333333
